seismoacoustic,genergy,gplus,gdenergy,gdpuls,bumps,bumps2,hazard,shift,predictions,distances
1,59240,941,5,29,3,1,0,1,1,6.452368626289569
0,5120,121,-55,-46,0,0,0,0,1,1.8552071901566016
0,14390,455,-50,-8,1,0,0,1,1,3.445510915518458
0,33560,590,194,111,0,0,0,1,1,1.791397069366532
0,5090,35,63,-12,0,0,0,0,1,1.5411677510786923
1,16680,586,-59,-49,1,1,0,1,1,3.678378343553092
1,19790,43,-18,0,0,0,0,0,1,2.7198602949514346
1,1020,10,-81,-82,0,0,0,0,-1,-0.12700176367036065
1,14350,36,-47,-47,0,0,0,0,1,1.9040453484173092
0,628360,636,-37,-58,2,1,0,1,-1,-0.05566093656304005
0,10360,131,76,-49,0,0,0,1,1,0.4507634028760812
0,557230,1642,2,11,0,0,0,1,1,0.6975572814298587
1,9450,209,-63,-59,0,0,0,1,1,1.59054112896429
0,9430,44,-50,-17,0,0,0,0,1,1.6823278517197302
0,9490,26,-60,-61,0,0,0,0,1,1.257865212948019
0,6700,347,-36,-7,0,0,0,0,1,2.58807106319264
0,18370,486,18,72,0,0,0,1,1,1.6428429765773132
0,101050,213,-8,9,0,0,0,1,1,2.5038257679272355
1,23290,592,-58,-37,1,1,1,1,1,3.8419705984443517
0,25650,553,96,115,0,0,0,1,1,1.80031099230618
0,17660,140,-60,-52,1,1,0,1,1,2.5537147006778795
2,51740,847,28,33,1,1,2,1,1,0.0002050385826706247
1,20760,326,-32,-49,0,0,0,1,1,2.915698365305449
1,39690,416,6,56,2,1,0,1,1,5.834899982795495
0,5760,65,-36,-70,0,0,0,0,1,1.4430413774962467
1,833250,1840,64,-6,4,1,0,1,-1,-1.1185205540295797
0,28450,528,3,9,0,0,0,1,1,3.0748740932955663
0,32210,510,147,95,1,1,0,1,1,2.3446831272496453
0,5180,73,-74,-51,1,1,0,0,1,1.8983064009256658
2,83180,744,-32,-19,3,1,0,1,-1,-2.4498371229576
0,1100,6,-66,-85,0,0,0,0,1,0.373895994352452
2,11350,94,-87,-84,0,0,0,0,-1,-5.600837773308543
1,67360,1525,139,135,2,1,1,1,1,1.6375877960559464
1,26350,569,104,75,0,0,1,1,1,5.3034159983057165
0,3000,72,-75,-69,0,0,0,0,1,0.8769751358217661
0,19680,411,-38,-3,2,0,0,1,1,3.2763477072759244
0,15160,180,-33,-55,1,1,0,1,1,3.1030704652786767
0,620720,1789,17,23,0,0,0,1,1,0.5845424384019999
1,69240,857,142,73,0,0,0,1,1,4.61014395131847
0,15380,251,-34,-34,0,0,0,1,1,2.234332255961501
2,61620,195,-33,-4,1,0,0,0,-1,-1.695109104793353
1,15570,41,-16,-19,0,0,0,0,1,2.7342232545744665
0,31540,121,-32,-30,0,0,0,0,1,2.4134923104182135
1,16940,455,-1,6,1,0,0,1,1,5.87114439793854
1,3590,203,-69,-60,0,0,0,1,1,1.342623947324352
2,38620,719,-4,13,1,1,2,1,-1,-0.5802942721920807
1,8450,164,-70,-66,0,0,0,1,1,1.0211978758209845
1,27890,276,-72,-72,6,3,0,1,-1,-5.092174953600546
0,498960,1447,30,17,1,1,0,1,1,4.180294277992491
2,10490,93,-87,-82,1,0,0,0,-1,-5.083914303623423
0,4580,91,-72,-50,1,0,0,0,1,2.2369767374053176
0,31430,484,-10,-11,0,0,0,1,1,3.0069066050758835
1,5880,175,-40,-24,0,0,0,0,1,2.907367107399473
0,34900,946,6,76,1,0,0,1,1,2.483221915578465
0,24100,197,16,-45,0,0,0,1,1,2.0771307170607507
1,48950,744,67,53,0,0,0,1,1,5.283557601696742
0,18890,386,102,19,1,1,0,0,1,3.1170685311596102
1,17590,500,36,53,0,0,1,1,1,5.141850140028982
0,44320,269,-64,-85,2,0,0,1,1,1.093367525726027
0,27870,238,-6,-5,0,0,0,1,1,2.6107805074950114
0,65320,128,-29,-25,1,1,0,1,1,3.65891719575815
1,18830,201,-23,-52,0,0,0,1,1,2.574629635135036
0,9840,217,-6,6,1,0,0,0,1,3.689059894883208
1,28230,513,-11,3,0,0,0,1,1,4.494208816479237
1,34090,601,14,16,0,0,0,1,1,4.984520233306306
0,5770,45,-86,-89,1,0,0,0,1,0.6773366281672253
0,22900,332,20,-1,0,0,0,1,1,2.952806957377785
0,157740,440,-31,-35,0,0,0,1,1,2.7062695884616588
0,17860,200,-44,-50,2,1,0,1,1,3.715098044085515
0,8380,234,-9,6,0,0,0,0,1,2.638923839833101
0,54150,307,-46,-35,3,3,0,1,-1,-0.26376174510711436
0,1910,46,-84,-80,0,0,0,0,1,0.26622672746623977
0,19630,295,-40,-11,3,2,0,1,1,3.339626764594904
0,24620,362,63,18,0,0,0,1,1,2.8652719471600783
1,11230,26,-56,-41,0,0,0,0,1,1.7657735422389713
0,39660,86,80,87,0,0,0,0,1,0.685994365978349
0,18790,322,101,0,0,0,0,0,1,2.010212082310172
0,6130,111,-28,-59,0,0,0,0,1,1.9327029674476037
0,14650,325,-56,-40,1,1,0,1,1,3.3608043096830045
2,40750,725,3,18,0,0,2,1,1,0.000249823371916591
0,590510,1780,23,-6,1,1,0,1,1,3.0727589487330675
0,129190,278,47,67,4,1,0,1,1,1.3132258175585605
0,149050,697,-54,-35,1,0,0,1,1,3.5933870905363747
1,26720,53,21,21,1,0,1,0,1,3.8993563849947606
0,146840,744,-68,-46,1,0,0,0,1,2.65197003971225
0,172120,537,-35,-41,0,0,0,1,1,2.5255076400103
1,12440,333,-63,-38,0,0,0,1,1,2.424109349445331
0,10640,62,-68,-43,0,0,0,0,1,1.4297275248041856
0,49430,434,1,9,2,2,0,1,1,3.4638837898005264
0,27980,243,-40,-35,6,3,0,1,-1,-1.789363410933305
0,3430,23,27,-42,0,0,0,0,1,1.65454415011234
0,34980,296,-29,5,0,0,0,1,1,2.324373215051068
0,5640,58,6,17,1,0,0,0,1,2.8276963151590557
0,33930,486,-2,-14,1,0,0,1,1,4.5345002205807745
0,46160,250,-16,15,1,0,0,0,1,3.6484936631026805
0,15300,293,-2,15,0,0,0,1,1,2.5014281326040866
0,3530,27,30,-32,0,0,0,0,1,1.809860092113066
0,450490,1437,-30,-28,6,2,0,1,-1,-2.9808049398008585
1,10730,233,-26,-36,0,0,1,1,1,3.0357752005146175
0,33310,274,-30,-27,6,3,0,1,-1,-1.2136074330518802
0,4490,35,-78,-73,0,0,0,0,1,0.5999947975776792
1,10540,321,15,3,0,0,0,0,1,4.180248279118281
0,12470,124,61,-38,0,0,0,0,1,1.5114517038486213
1,32500,873,97,90,1,1,1,1,1,5.991500218455702
1,21320,402,-38,-30,0,0,0,1,1,3.428825602825434
1,23860,269,-11,-38,1,1,0,1,1,4.680934702587852
0,6450,112,-38,-71,0,0,0,0,1,1.5352500325105503
1,7510,169,-35,-53,0,0,0,0,1,2.4318722173362133
1,13080,42,14,5,0,0,0,0,1,2.9147160036398034
0,37710,233,2,-12,1,0,0,1,1,4.020257988406087
0,5900,63,-30,-71,1,0,0,0,1,2.3155489536100795
1,5630,98,64,86,0,0,0,0,1,1.9007294817016742
0,26860,282,-46,-44,2,0,0,1,1,2.750587004692271
0,48100,582,10,17,4,2,0,1,1,5.092748726437392
0,12400,313,9,28,0,0,0,0,1,2.609693679818207
1,15010,368,-42,-24,1,1,0,1,1,4.6918389059929595
1,6980,30,-87,-72,0,0,0,0,1,0.15744156759305028
0,11660,209,-47,-43,1,1,0,1,1,3.2267526592627362
0,2020,18,-76,-76,1,1,0,0,1,0.9952764911711256
0,2840,115,18,-1,0,0,0,0,1,2.4175908602879765
1,19170,158,-44,-46,2,1,0,1,1,3.7472848495671833
0,474770,1512,-32,-14,0,0,0,1,1,0.0024294361721182156
0,7560,513,-25,47,1,1,0,0,1,2.765542122785842
0,30110,868,73,49,1,0,0,1,1,4.277069783861151
0,192650,1185,-8,-14,4,2,0,1,1,4.655677878220651
1,301550,922,32,66,1,0,0,0,1,4.786389592054295
1,45560,591,79,33,0,0,0,1,1,5.135953245313992
0,16320,297,-45,-41,0,0,0,1,1,2.0593810652700313
0,5990,53,-42,-64,0,0,0,0,1,1.5256996329312038
0,2610,39,5,-2,0,0,0,0,1,2.081289359740232
0,6800,224,-79,-47,0,0,0,1,1,0.9670775687896693
1,22710,481,191,166,0,0,0,1,1,2.0874901245431197
1,17000,336,1,28,0,0,0,1,1,4.049519909180166
1,432690,1012,30,50,0,0,0,0,1,2.2675057101835456
0,14590,865,45,90,0,0,0,1,1,1.6679705278588095
0,25160,411,-20,-8,0,0,0,1,1,2.7831233643407067
0,478520,1493,-1,-47,4,3,0,1,-1,-2.3525992328454777
0,75050,675,134,5,3,0,0,1,1,0.00042675953780957343
1,40900,776,43,57,1,1,0,1,1,6.522300945656362
0,2870,21,-2,-48,0,0,0,0,1,1.8272660742469924
0,4120,23,-67,-52,0,0,0,0,1,1.2210485336113024
0,29240,217,-71,-85,2,0,0,1,1,0.7691761841524603
0,19570,153,-36,-21,1,1,0,1,1,3.4681493123194826
0,3840,13,60,-68,0,0,0,0,1,0.0007579058468287769
1,9870,360,5,14,0,0,0,0,1,4.1781275095460195
1,16010,446,75,43,0,0,0,0,1,4.411354508144125
0,48600,562,64,12,0,0,0,1,1,3.2808397955122537
1,315650,645,-33,-9,1,0,0,0,1,4.197514659214772
0,2770,45,-67,-79,0,0,0,0,1,0.6911760282877779
0,36860,681,0,12,1,0,0,1,1,4.503461410317183
0,29790,695,121,80,0,0,0,1,1,2.825727368967197
0,15120,166,-35,-58,1,0,0,1,1,2.8067972983238825
0,25010,524,-27,-41,0,0,0,1,1,2.4352703231322472
1,5940,182,-41,-21,0,0,0,0,1,2.9286863970113792
1,180530,324,7,3,0,0,0,1,1,4.327911671449844
0,47830,264,-65,-47,1,0,0,0,1,3.054889700598622
1,121720,1170,1,2,1,0,0,1,1,5.233190271889729
1,15640,517,67,72,0,0,0,0,1,4.221872270430424
0,9260,266,-23,8,0,0,0,0,1,2.4777899838435467
1,140610,254,-20,-17,1,1,1,1,1,4.965391263137253
0,918020,1759,-36,-34,2,0,0,1,-1,-0.10802425058426124
0,320150,1012,-58,-42,2,0,0,1,1,2.1778802666239514
1,23050,202,-33,-32,4,2,1,1,1,0.8358590085272617
1,25080,244,62,12,2,1,0,1,1,5.648485981603379
0,166220,1762,7,20,0,0,0,1,-1,-1.006323248448787
0,414700,900,69,63,0,0,0,0,1,1.162395998284527
0,1820,55,-34,38,0,0,0,0,1,0.5082969190177735
0,3410,16,-66,-60,0,0,0,0,1,1.098529484988557
0,18850,215,-13,-43,0,0,0,1,1,2.2354146761594826
1,31510,323,-22,-27,4,3,0,1,1,0.67217974618681
0,10370,402,3,16,0,0,0,0,1,2.929285998878626
1,582700,1232,-32,-28,1,0,0,1,1,1.7854255131051104
0,9030,342,-14,-8,1,0,0,0,1,4.085972866148314
0,5400,39,2,-2,0,0,0,0,1,2.086488597965392
0,16630,81,-65,-59,0,0,0,0,1,1.3964809117964876
0,1160,20,-83,-50,0,0,0,0,1,0.7872597429887662
0,41970,592,220,130,0,0,0,1,1,1.180882193673284
1,5680,210,-66,-20,0,0,0,1,1,2.1605214857300403
0,46300,197,-69,-63,1,0,0,0,1,2.5105595113342822
0,92380,514,25,29,6,5,0,1,-1,-8.36089234868274
1,197620,406,19,-16,0,0,0,1,1,4.355275026804012
1,56120,222,100,89,1,0,0,0,1,3.689727550952796
1,754760,2218,30,15,2,1,0,1,1,2.311668718888484
0,250030,687,-8,-5,0,0,0,1,1,3.0359146863399182
0,316200,1089,-37,-21,3,1,0,1,1,4.871280745385928
1,21350,376,-38,-31,0,0,0,1,1,3.3711016597456798
0,384230,751,4,6,3,1,0,0,1,3.882237507516134
1,8290,229,-15,0,0,0,0,0,1,3.58810104893848
1,17390,720,89,136,0,0,0,0,1,2.791226025991911
1,6550,163,-33,-29,0,0,0,0,1,2.9491490762707535
0,1531530,1680,52,18,2,0,0,1,-1,-5.054518135519274
0,9940,142,-56,-62,0,0,0,1,1,1.138791929110802
1,23560,546,26,9,0,0,0,1,1,4.952498824782367
0,65250,450,-74,-70,0,0,0,0,1,1.2986984050341341
1,14670,44,23,10,0,0,0,0,1,2.921220277133255
0,7160,228,-6,-4,0,0,0,0,1,2.776844065190268
0,9140,335,-69,-25,0,0,0,1,1,1.5130655883545572
0,75670,207,18,4,1,1,0,0,1,4.088698091844947
0,16940,288,47,18,0,0,0,1,1,2.690345211544912
0,40200,334,45,59,1,1,0,1,1,3.5859929545539906
1,11240,554,22,82,0,0,0,0,1,3.1856517192621325
0,12140,317,8,38,0,0,0,1,1,2.1622329976450487
0,42010,601,40,17,0,0,0,1,1,3.366117837543392
1,532290,2055,-4,-19,2,0,0,1,1,0.3149715457518596
1,35720,306,43,-32,0,0,0,1,1,3.479191587823813
2,63410,767,57,21,1,1,2,1,1,0.11459381464009155
0,25650,157,2,-42,4,1,0,1,1,1.3610110836293252
1,1514120,1518,28,12,3,2,0,1,-1,-9.012107188307006
0,38230,835,61,63,0,0,0,1,1,2.841117490964301
0,19370,351,-44,-38,0,0,0,1,1,2.187423160260238
1,29410,345,-6,7,7,1,0,1,-1,-6.837752900133847
1,3080,123,-70,-66,0,0,1,0,1,0.6835112849367064
0,24300,508,2,11,0,0,0,1,1,3.00978755208682
0,11410,250,-67,-57,0,0,0,1,1,1.2255460266506972
0,39830,636,36,28,0,0,0,1,1,3.274691640321027
0,4610,78,-68,-55,0,0,0,0,1,1.3403782328983702
0,53250,140,-19,-31,0,0,0,0,1,2.6440655023547315
0,31620,520,-9,-4,0,0,0,1,1,3.017000543893843
0,140890,230,-32,-37,2,2,0,1,1,2.190718345649014
1,32920,363,32,-27,0,0,0,1,1,3.9461982642576423
0,31220,530,13,10,0,0,0,1,1,3.188363222338772
1,63190,840,115,69,2,2,0,1,1,2.771225493138598
0,4790,21,-94,-82,0,0,0,0,-1,-0.14580823497682616
1,45150,140,24,-4,0,0,0,0,1,3.56255638040421
0,13780,289,28,20,0,0,0,0,1,2.843039404315604
0,28460,117,-45,-45,0,0,0,0,1,2.1150212384076177
0,17570,471,0,48,1,1,0,1,1,3.7414181993902247
2,24940,543,226,129,2,1,2,0,-1,-5.512407462007783
0,2270,78,-82,-69,0,0,0,0,1,0.705254444788423
1,16480,401,-35,-10,0,0,0,1,1,3.6987016207140044
0,61200,625,116,34,0,0,0,1,1,2.8896026466934117
1,65240,1008,73,39,4,3,0,1,1,1.5378825668342166
0,16470,668,-57,-38,0,0,0,1,1,1.5542934014087884
0,577770,2765,27,38,1,0,0,1,-1,-2.322007821075406
0,10280,228,-12,-10,0,0,0,1,1,2.4603693362018397
1,9860,324,7,46,0,0,0,0,1,3.524771948701204
1,19500,678,112,122,0,0,0,0,1,3.6186016179430815
0,373180,1246,-32,-14,1,0,0,1,1,2.8542044096755284
1,309010,983,15,38,2,1,1,1,1,7.147791879315498
1,20610,670,-41,-36,0,0,0,1,1,3.128670471493283
0,24790,236,-31,-17,1,1,0,1,1,3.915682564232455
0,21510,334,-28,-25,0,0,0,1,1,2.5560457494634505
1,5550,168,-52,-53,0,0,0,0,1,2.1340804900751884
0,32070,138,-36,-23,0,0,0,0,1,2.4086019439325277
1,32410,1205,252,295,0,0,1,0,-1,-4.621621228491341
0,28060,470,-14,-11,0,0,0,1,1,2.9329860298123727
0,23400,140,-20,-24,3,3,0,1,-1,-0.2585140466271696
0,17860,321,-44,-50,1,1,0,1,1,3.457320261075946
0,5600,344,-44,-1,0,0,0,0,1,2.302690543124182
1,39280,726,214,190,0,0,0,0,1,1.6041619172977732
0,27350,602,-1,25,1,1,0,1,1,4.69119668865396
0,11570,166,-46,-56,0,0,0,1,1,1.5125361407715552
0,6170,187,-33,-16,0,0,0,0,1,2.45221478550609
1,10370,134,-44,-6,3,1,0,0,1,2.3092123789326067
0,10160,278,-5,15,0,0,0,0,1,2.638511385657221
1,52020,576,108,15,1,1,0,1,1,5.5532446607470725
0,650,80,-82,-28,0,0,0,0,1,1.0013018979233088
0,130940,1397,-14,-2,1,0,0,1,1,2.2074425844616634
0,29500,92,-21,6,1,1,0,0,1,3.0982921626116564
0,125340,292,35,62,0,0,0,1,1,2.002458744853758
0,29730,539,-1,10,1,1,0,1,1,4.913792086661601
0,278230,1060,-31,-18,1,1,0,1,1,4.261421893788938
1,21780,944,136,209,0,0,0,0,1,0.2400596822269101
0,8760,133,-59,-33,1,1,0,0,1,2.735327999127506
0,24970,325,-35,-26,2,0,0,1,1,3.2654916874026547
1,32730,1209,353,506,0,0,1,1,-1,-15.430879140587251
0,8540,82,22,-51,2,1,0,0,1,2.741040771076811
1,49120,485,96,-3,0,0,0,1,1,3.8888814503319082
0,22810,508,-35,-7,0,0,0,1,1,2.4988975042586468
1,11130,126,-47,-40,3,1,0,0,1,1.7586209125529848
0,34280,460,-12,5,1,0,0,1,1,4.328315640017678
1,34750,368,36,-17,0,0,0,1,1,4.2219975961349725
0,5640,296,-47,-21,0,0,0,0,1,2.4180758733873837
0,39770,870,218,248,0,0,0,0,-1,-2.226488954420116
1,22820,311,-25,-51,0,0,0,1,1,2.9189812044156227
0,54990,182,1,-28,0,0,0,0,1,2.855296243915671
0,159910,2345,12,23,3,1,0,1,-1,-1.2398856116455903
0,35420,290,11,-32,1,1,0,1,1,4.280870878108811
0,27020,294,334,-5,0,0,1,1,-1,-8.594722226708887
1,66030,812,112,52,0,0,0,1,1,5.019434675744346
0,6260,268,-33,-11,0,0,0,0,1,2.5847084511685416
0,31390,362,39,-26,0,0,0,1,1,2.6944763643357525
0,3520,107,-42,-32,0,0,0,0,1,2.116375721438125
1,7680,253,-59,-60,0,0,0,1,1,1.7633432752860685
0,194580,697,-35,-32,0,0,0,1,1,2.499265471670224
0,59640,722,98,47,2,2,0,1,1,2.4050259154971414
0,71840,255,54,28,1,0,0,0,1,3.795399642185899
0,34820,270,-22,-6,1,1,0,1,1,4.200413916529584
0,477750,1132,86,60,3,3,0,1,-1,-2.1055237266366085
0,29340,294,-25,-31,3,3,0,1,1,0.14924710179259293
0,1070,17,-73,-65,0,0,0,0,1,0.8388777308719959
1,21520,477,-32,-5,0,0,0,1,1,3.9242941976264696
0,26130,220,-46,-27,2,1,0,1,1,4.1933982507407315
2,54500,757,35,19,0,0,2,1,1,0.3521916796226989
0,12950,41,-65,-55,0,0,0,0,1,1.3229879708666417
1,12120,24,-54,-49,1,1,0,0,1,2.226797788524994
0,36680,513,47,3,0,0,0,1,1,3.2463001276659824
0,9990,118,17,-56,1,0,0,0,1,2.7634007522514956
0,7020,98,-44,-61,0,0,0,0,1,1.7204481355944985
1,28280,498,-5,20,1,0,0,1,1,5.886834438909844
0,55530,438,-8,18,1,0,0,1,1,4.265296455936667
1,8690,92,-12,-74,1,0,0,0,1,2.3238452846217292
0,51230,222,-68,-57,1,0,0,0,1,2.7359466841337863
0,35200,93,-55,-48,1,0,0,1,1,2.523739767848788
0,12750,235,-10,-10,0,0,0,1,1,2.5143068982255024
0,3210,13,-5,-68,0,0,0,0,1,1.284546559648323
0,44080,339,-22,11,2,1,0,1,1,5.0764658952440485
2,106030,988,148,49,0,0,1,1,1,0.00037426952346564235
0,251120,624,1,1,0,0,0,0,1,2.9638617454924017
0,7530,32,12,-20,0,0,0,0,1,2.133581690340076
0,261010,1352,-38,-19,2,1,0,1,1,4.3275747977170695
0,2880,92,-74,-67,1,0,0,1,1,1.5213024926166767
0,891720,2037,11,0,0,0,0,1,-1,-7.083728054269045e-05
0,27830,190,-79,-90,4,0,0,1,-1,-4.374099975361057
0,2350,19,-4,-52,0,0,0,0,1,1.743737734920824
0,78430,455,12,8,5,1,0,1,1,0.9494410525241932
1,37440,686,7,-35,0,0,0,1,1,3.9385859183818503
0,32470,388,15,-17,1,0,0,1,1,4.4129261277588405
0,9890,210,-21,-16,0,0,0,0,1,2.6913244286516402
1,15180,196,-3,-21,0,0,0,1,1,3.4759158459781787
0,3960,35,-14,-27,1,0,0,0,1,3.079922186768499
1,17370,365,-37,-54,0,0,0,1,1,2.7039244891912126
0,3250,68,-67,-54,1,0,0,0,1,2.2297592259582544
1,20020,49,88,22,0,0,1,0,1,2.5060020920393455
0,22200,685,153,130,1,0,0,0,1,2.3275730258248437
1,72460,150,166,180,1,0,1,0,1,0.4082143168672161
0,182210,1766,63,63,6,1,0,1,-1,-4.728090810643915
1,63670,846,138,86,0,0,0,1,1,4.691751468966668
0,11800,185,63,14,0,0,0,0,1,2.3697094436028117
0,2510,17,-16,-58,0,0,0,0,1,1.6367081943168493
1,7400,47,-68,-80,1,0,0,0,1,1.2334726461599743
0,3610,20,32,-50,0,0,0,0,1,1.362033803683257
0,86740,486,17,25,2,0,0,1,1,4.225046449680313
0,107100,1003,-28,-21,3,3,0,1,1,0.5994109226134299
0,15300,242,-2,-4,1,1,0,1,1,4.190437619720239
0,38400,555,62,21,2,0,0,1,1,4.0076727707705615
0,74570,308,-41,-35,2,0,0,0,1,3.0588931525474443
0,36910,455,6,-18,0,0,0,1,1,3.1100642073801303
0,6790,17,-43,-62,0,0,0,0,1,1.4391542215632533
0,17910,86,-85,-79,4,0,0,1,-1,-4.478830821164234
0,210960,773,-44,-35,1,0,0,1,1,3.700427527533005
0,8850,361,-12,4,0,0,0,0,1,2.8782594005492577
0,2960,108,-76,-57,0,0,0,0,1,1.180381607599383
1,936850,1737,24,17,2,1,0,1,1,2.291727135894554
0,9050,436,-10,1,0,0,0,1,1,2.7952035116416667
1,32960,982,93,128,0,0,0,1,1,3.3900299162857728
1,5660,118,59,95,0,0,0,0,1,1.667733750597261
0,11740,278,-47,-25,0,0,0,1,1,2.0599043484456665
1,35450,567,6,8,2,2,0,1,1,4.200224237897864
0,7360,213,-4,-10,0,0,0,0,1,2.794829598921364
0,7080,260,-41,5,0,0,0,0,1,2.1393782946580515
0,186280,1921,39,51,3,1,0,1,1,2.27325679243404
0,26510,106,-55,-60,0,0,0,0,1,1.6735141370018631
0,26660,486,-1,12,0,0,0,1,1,2.960055195009769
0,1988970,3697,78,57,0,0,0,1,-1,-12.263943423494336
2,60300,575,52,-7,0,0,2,1,-1,-0.36076608193305404
1,41740,966,164,143,0,0,0,1,1,3.392478208143338
1,24840,609,92,87,0,0,1,1,1,5.217049334410802
0,26800,657,54,13,0,0,0,1,1,3.2187772575541267
